id,type,category,category_ja,level,term_en,meaning_ja,example_en,tags
vocab_0168,vocabulary,iam_access,認証・アクセス管理,intermediate,joiner mover leaver process,入社・異動・退職管理,The joiner mover leaver process may affect the incident response plan.,"[""iam_access"", ""intermediate""]"
vocab_0169,vocabulary,iam_access,認証・アクセス管理,beginner,session timeout,セッションタイムアウト,We should document the session timeout clearly.,"[""iam_access"", ""beginner""]"
vocab_0170,vocabulary,iam_access,認証・アクセス管理,lower_intermediate,conditional access,条件付きアクセス,The security team is checking the conditional access.,"[""iam_access"", ""lower_intermediate""]"
vocab_0171,vocabulary,iam_access,認証・アクセス管理,intermediate,password policy,パスワードポリシー,We should document the password policy clearly.,"[""iam_access"", ""intermediate""]"
vocab_0172,vocabulary,iam_access,認証・アクセス管理,beginner,account takeover,アカウント乗っ取り,Please confirm the current account takeover.,"[""iam_access"", ""beginner""]"
vocab_0173,vocabulary,iam_access,認証・アクセス管理,lower_intermediate,impossible travel,不可能な移動,The security team is checking the impossible travel.,"[""iam_access"", ""lower_intermediate""]"
vocab_0174,vocabulary,iam_access,認証・アクセス管理,intermediate,risky sign-in,危険なサインイン,The risky sign-in may affect the incident response plan.,"[""iam_access"", ""intermediate""]"
vocab_0175,vocabulary,iam_access,認証・アクセス管理,beginner,break-glass account,緊急用アカウント,We should document the break-glass account clearly.,"[""iam_access"", ""beginner""]"
vocab_0176,vocabulary,iam_access,認証・アクセス管理,lower_intermediate,access request,アクセス申請,This access request requires follow-up by Friday.,"[""iam_access"", ""lower_intermediate""]"
vocab_0177,vocabulary,iam_access,認証・アクセス管理,intermediate,approval workflow,承認ワークフロー,Please confirm the current approval workflow.,"[""iam_access"", ""intermediate""]"
vocab_0178,vocabulary,iam_access,認証・アクセス管理,beginner,entitlement,権限付与,This entitlement requires follow-up by Friday.,"[""iam_access"", ""beginner""]"
vocab_0179,vocabulary,iam_access,認証・アクセス管理,lower_intermediate,deprovisioning,権限削除,The deprovisioning may affect the incident response plan.,"[""iam_access"", ""lower_intermediate""]"
vocab_0180,vocabulary,iam_access,認証・アクセス管理,intermediate,identity lifecycle,IDライフサイクル,Please confirm the current identity lifecycle.,"[""iam_access"", ""intermediate""]"
vocab_0181,vocabulary,network_endpoint,ネットワーク・エンドポイント,beginner,firewall,ファイアウォール,This firewall requires follow-up by Friday.,"[""network_endpoint"", ""beginner""]"
vocab_0182,vocabulary,network_endpoint,ネットワーク・エンドポイント,lower_intermediate,intrusion detection system,侵入検知システム,We should document the intrusion detection system clearly.,"[""network_endpoint"", ""lower_intermediate""]"
vocab_0183,vocabulary,network_endpoint,ネットワーク・エンドポイント,intermediate,intrusion prevention system,侵入防止システム,The intrusion prevention system may affect the incident response plan.,"[""network_endpoint"", ""intermediate""]"
vocab_0184,vocabulary,network_endpoint,ネットワーク・エンドポイント,beginner,endpoint,エンドポイント,We need to review the endpoint before the meeting.,"[""network_endpoint"", ""beginner""]"
vocab_0185,vocabulary,network_endpoint,ネットワーク・エンドポイント,lower_intermediate,endpoint detection and response,EDR,We need to review the endpoint detection and response before the meeting.,"[""network_endpoint"", ""lower_intermediate""]"
vocab_0186,vocabulary,network_endpoint,ネットワーク・エンドポイント,intermediate,antivirus,アンチウイルス,We need to review the antivirus before the meeting.,"[""network_endpoint"", ""intermediate""]"
vocab_0187,vocabulary,network_endpoint,ネットワーク・エンドポイント,beginner,network segmentation,ネットワーク分離,We should document the network segmentation clearly.,"[""network_endpoint"", ""beginner""]"
vocab_0188,vocabulary,network_endpoint,ネットワーク・エンドポイント,lower_intermediate,VPN,VPN,This VPN requires follow-up by Friday.,"[""network_endpoint"", ""lower_intermediate""]"
vocab_0189,vocabulary,network_endpoint,ネットワーク・エンドポイント,intermediate,proxy server,プロキシサーバー,The proxy server may affect the incident response plan.,"[""network_endpoint"", ""intermediate""]"
vocab_0190,vocabulary,network_endpoint,ネットワーク・エンドポイント,beginner,DNS,DNS,We should document the DNS clearly.,"[""network_endpoint"", ""beginner""]"
vocab_0191,vocabulary,network_endpoint,ネットワーク・エンドポイント,lower_intermediate,IP address,IPアドレス,We should document the IP address clearly.,"[""network_endpoint"", ""lower_intermediate""]"
vocab_0192,vocabulary,network_endpoint,ネットワーク・エンドポイント,intermediate,port,ポート,This port requires follow-up by Friday.,"[""network_endpoint"", ""intermediate""]"
vocab_0193,vocabulary,network_endpoint,ネットワーク・エンドポイント,beginner,packet capture,パケットキャプチャ,The packet capture may affect the incident response plan.,"[""network_endpoint"", ""beginner""]"
vocab_0194,vocabulary,network_endpoint,ネットワーク・エンドポイント,lower_intermediate,traffic,通信,This traffic requires follow-up by Friday.,"[""network_endpoint"", ""lower_intermediate""]"
vocab_0195,vocabulary,network_endpoint,ネットワーク・エンドポイント,intermediate,isolation,隔離,The isolation may affect the incident response plan.,"[""network_endpoint"", ""intermediate""]"
vocab_0196,vocabulary,network_endpoint,ネットワーク・エンドポイント,beginner,blocklist,ブロックリスト,The security team is checking the blocklist.,"[""network_endpoint"", ""beginner""]"
vocab_0197,vocabulary,network_endpoint,ネットワーク・エンドポイント,lower_intermediate,allowlist,許可リスト,This allowlist requires follow-up by Friday.,"[""network_endpoint"", ""lower_intermediate""]"
vocab_0198,vocabulary,network_endpoint,ネットワーク・エンドポイント,intermediate,remote access,リモートアクセス,Please confirm the current remote access.,"[""network_endpoint"", ""intermediate""]"
vocab_0199,vocabulary,network_endpoint,ネットワーク・エンドポイント,beginner,network flow,ネットワークフロー,We need to review the network flow before the meeting.,"[""network_endpoint"", ""beginner""]"
vocab_0200,vocabulary,network_endpoint,ネットワーク・エンドポイント,lower_intermediate,egress traffic,外向き通信,We should document the egress traffic clearly.,"[""network_endpoint"", ""lower_intermediate""]"
vocab_0201,vocabulary,network_endpoint,ネットワーク・エンドポイント,intermediate,ingress traffic,内向き通信,We should document the ingress traffic clearly.,"[""network_endpoint"", ""intermediate""]"
vocab_0202,vocabulary,network_endpoint,ネットワーク・エンドポイント,beginner,DDoS attack,DDoS攻撃,This DDoS attack requires follow-up by Friday.,"[""network_endpoint"", ""beginner""]"
vocab_0203,vocabulary,network_endpoint,ネットワーク・エンドポイント,lower_intermediate,rate limiting,レート制限,The rate limiting may affect the incident response plan.,"[""network_endpoint"", ""lower_intermediate""]"
vocab_0204,vocabulary,network_endpoint,ネットワーク・エンドポイント,intermediate,web application firewall,WAF,The security team is checking the web application firewall.,"[""network_endpoint"", ""intermediate""]"
vocab_0205,vocabulary,network_endpoint,ネットワーク・エンドポイント,beginner,load balancer,ロードバランサー,The security team is checking the load balancer.,"[""network_endpoint"", ""beginner""]"
vocab_0206,vocabulary,network_endpoint,ネットワーク・エンドポイント,lower_intermediate,TLS certificate,TLS証明書,We need to review the TLS certificate before the meeting.,"[""network_endpoint"", ""lower_intermediate""]"
vocab_0207,vocabulary,network_endpoint,ネットワーク・エンドポイント,intermediate,certificate authority,認証局,This certificate authority requires follow-up by Friday.,"[""network_endpoint"", ""intermediate""]"
vocab_0208,vocabulary,network_endpoint,ネットワーク・エンドポイント,beginner,network device,ネットワーク機器,This network device requires follow-up by Friday.,"[""network_endpoint"", ""beginner""]"
vocab_0209,vocabulary,network_endpoint,ネットワーク・エンドポイント,lower_intermediate,firmware,ファームウェア,Please confirm the current firmware.,"[""network_endpoint"", ""lower_intermediate""]"
vocab_0210,vocabulary,network_endpoint,ネットワーク・エンドポイント,intermediate,remote shell,リモートシェル,We should document the remote shell clearly.,"[""network_endpoint"", ""intermediate""]"
vocab_0211,vocabulary,soc_logging,SOC・ログ・監視,beginner,log,ログ,We should document the log clearly.,"[""soc_logging"", ""beginner""]"
vocab_0212,vocabulary,soc_logging,SOC・ログ・監視,lower_intermediate,audit log,監査ログ,This audit log requires follow-up by Friday.,"[""soc_logging"", ""lower_intermediate""]"
vocab_0213,vocabulary,soc_logging,SOC・ログ・監視,intermediate,log source,ログソース,The security team is checking the log source.,"[""soc_logging"", ""intermediate""]"
vocab_0214,vocabulary,soc_logging,SOC・ログ・監視,beginner,SIEM,SIEM,This SIEM requires follow-up by Friday.,"[""soc_logging"", ""beginner""]"
vocab_0215,vocabulary,soc_logging,SOC・ログ・監視,lower_intermediate,SOC,SOC,Please confirm the current SOC.,"[""soc_logging"", ""lower_intermediate""]"
vocab_0216,vocabulary,soc_logging,SOC・ログ・監視,intermediate,use case,検知ユースケース,This use case requires follow-up by Friday.,"[""soc_logging"", ""intermediate""]"
vocab_0217,vocabulary,soc_logging,SOC・ログ・監視,beginner,detection rule,検知ルール,We should document the detection rule clearly.,"[""soc_logging"", ""beginner""]"
vocab_0218,vocabulary,soc_logging,SOC・ログ・監視,lower_intermediate,correlation,相関分析,We should document the correlation clearly.,"[""soc_logging"", ""lower_intermediate""]"
vocab_0219,vocabulary,soc_logging,SOC・ログ・監視,intermediate,baseline,基準値,We should document the baseline clearly.,"[""soc_logging"", ""intermediate""]"
vocab_0220,vocabulary,soc_logging,SOC・ログ・監視,beginner,anomaly,異常,The security team is checking the anomaly.,"[""soc_logging"", ""beginner""]"
vocab_0221,vocabulary,soc_logging,SOC・ログ・監視,lower_intermediate,telemetry,テレメトリー,The telemetry may affect the incident response plan.,"[""soc_logging"", ""lower_intermediate""]"
vocab_0222,vocabulary,soc_logging,SOC・ログ・監視,intermediate,retention period,保存期間,This retention period requires follow-up by Friday.,"[""soc_logging"", ""intermediate""]"
vocab_0223,vocabulary,soc_logging,SOC・ログ・監視,beginner,dashboard,ダッシュボード,We should document the dashboard clearly.,"[""soc_logging"", ""beginner""]"
vocab_0224,vocabulary,soc_logging,SOC・ログ・監視,lower_intermediate,monitoring,監視,We should document the monitoring clearly.,"[""soc_logging"", ""lower_intermediate""]"
vocab_0225,vocabulary,soc_logging,SOC・ログ・監視,intermediate,threat intelligence,脅威インテリジェンス,We need to review the threat intelligence before the meeting.,"[""soc_logging"", ""intermediate""]"
vocab_0226,vocabulary,soc_logging,SOC・ログ・監視,beginner,threat hunting,脅威ハンティング,We need to review the threat hunting before the meeting.,"[""soc_logging"", ""beginner""]"
vocab_0227,vocabulary,soc_logging,SOC・ログ・監視,lower_intermediate,alert fatigue,アラート疲れ,We need to review the alert fatigue before the meeting.,"[""soc_logging"", ""lower_intermediate""]"
vocab_0228,vocabulary,soc_logging,SOC・ログ・監視,intermediate,suppression rule,抑制ルール,We should document the suppression rule clearly.,"[""soc_logging"", ""intermediate""]"
vocab_0229,vocabulary,soc_logging,SOC・ログ・監視,beginner,tuning,チューニング,The security team is checking the tuning.,"[""soc_logging"", ""beginner""]"
vocab_0230,vocabulary,soc_logging,SOC・ログ・監視,lower_intermediate,playbook,プレイブック,We need to review the playbook before the meeting.,"[""soc_logging"", ""lower_intermediate""]"
vocab_0231,vocabulary,soc_logging,SOC・ログ・監視,intermediate,runbook,ランブック,Please confirm the current runbook.,"[""soc_logging"", ""intermediate""]"
vocab_0232,vocabulary,soc_logging,SOC・ログ・監視,beginner,case management,ケース管理,We should document the case management clearly.,"[""soc_logging"", ""beginner""]"
vocab_0233,vocabulary,soc_logging,SOC・ログ・監視,lower_intermediate,mean time to detect,平均検知時間,Please confirm the current mean time to detect.,"[""soc_logging"", ""lower_intermediate""]"
vocab_0234,vocabulary,soc_logging,SOC・ログ・監視,intermediate,mean time to respond,平均対応時間,Please confirm the current mean time to respond.,"[""soc_logging"", ""intermediate""]"
vocab_0235,vocabulary,soc_logging,SOC・ログ・監視,beginner,log ingestion,ログ取り込み,The security team is checking the log ingestion.,"[""soc_logging"", ""beginner""]"
vocab_0236,vocabulary,soc_logging,SOC・ログ・監視,lower_intermediate,parser,パーサー,Please confirm the current parser.,"[""soc_logging"", ""lower_intermediate""]"
vocab_0237,vocabulary,soc_logging,SOC・ログ・監視,intermediate,field mapping,フィールドマッピング,This field mapping requires follow-up by Friday.,"[""soc_logging"", ""intermediate""]"
vocab_0238,vocabulary,soc_logging,SOC・ログ・監視,beginner,watchlist,監視リスト,This watchlist requires follow-up by Friday.,"[""soc_logging"", ""beginner""]"
vocab_0239,vocabulary,soc_logging,SOC・ログ・監視,lower_intermediate,threat hunting query,脅威ハンティングクエリ,The threat hunting query may affect the incident response plan.,"[""soc_logging"", ""lower_intermediate""]"
vocab_0240,vocabulary,soc_logging,SOC・ログ・監視,intermediate,alert severity,アラート重大度,We need to review the alert severity before the meeting.,"[""soc_logging"", ""intermediate""]"
vocab_0241,vocabulary,cloud_data,クラウド・データ保護,beginner,cloud security,クラウドセキュリティ,We should document the cloud security clearly.,"[""cloud_data"", ""beginner""]"
vocab_0242,vocabulary,cloud_data,クラウド・データ保護,lower_intermediate,shared responsibility model,責任共有モデル,This shared responsibility model requires follow-up by Friday.,"[""cloud_data"", ""lower_intermediate""]"
vocab_0243,vocabulary,cloud_data,クラウド・データ保護,intermediate,storage bucket,ストレージバケット,Please confirm the current storage bucket.,"[""cloud_data"", ""intermediate""]"
vocab_0244,vocabulary,cloud_data,クラウド・データ保護,beginner,security group,セキュリティグループ,The security group may affect the incident response plan.,"[""cloud_data"", ""beginner""]"
vocab_0245,vocabulary,cloud_data,クラウド・データ保護,lower_intermediate,API key,APIキー,We should document the API key clearly.,"[""cloud_data"", ""lower_intermediate""]"
vocab_0246,vocabulary,cloud_data,クラウド・データ保護,intermediate,secret,シークレット,The secret may affect the incident response plan.,"[""cloud_data"", ""intermediate""]"
vocab_0247,vocabulary,cloud_data,クラウド・データ保護,beginner,secret rotation,シークレットローテーション,This secret rotation requires follow-up by Friday.,"[""cloud_data"", ""beginner""]"
vocab_0248,vocabulary,cloud_data,クラウド・データ保護,lower_intermediate,data classification,データ分類,Please confirm the current data classification.,"[""cloud_data"", ""lower_intermediate""]"
vocab_0249,vocabulary,cloud_data,クラウド・データ保護,intermediate,data loss prevention,DLP,We should document the data loss prevention clearly.,"[""cloud_data"", ""intermediate""]"
vocab_0250,vocabulary,cloud_data,クラウド・データ保護,beginner,personal data,個人データ,The personal data may affect the incident response plan.,"[""cloud_data"", ""beginner""]"
vocab_0251,vocabulary,cloud_data,クラウド・データ保護,lower_intermediate,sensitive data,機密データ,We need to review the sensitive data before the meeting.,"[""cloud_data"", ""lower_intermediate""]"
vocab_0252,vocabulary,cloud_data,クラウド・データ保護,intermediate,data breach,データ侵害,The data breach may affect the incident response plan.,"[""cloud_data"", ""intermediate""]"
vocab_0253,vocabulary,cloud_data,クラウド・データ保護,beginner,backup,バックアップ,The backup may affect the incident response plan.,"[""cloud_data"", ""beginner""]"
vocab_0254,vocabulary,cloud_data,クラウド・データ保護,lower_intermediate,restore,復元,The security team is checking the restore.,"[""cloud_data"", ""lower_intermediate""]"
vocab_0255,vocabulary,cloud_data,クラウド・データ保護,intermediate,immutable backup,変更不能バックアップ,This immutable backup requires follow-up by Friday.,"[""cloud_data"", ""intermediate""]"
vocab_0256,vocabulary,cloud_data,クラウド・データ保護,beginner,encryption at rest,保存時暗号化,We need to review the encryption at rest before the meeting.,"[""cloud_data"", ""beginner""]"
vocab_0257,vocabulary,cloud_data,クラウド・データ保護,lower_intermediate,encryption in transit,通信時暗号化,We need to review the encryption in transit before the meeting.,"[""cloud_data"", ""lower_intermediate""]"
vocab_0258,vocabulary,cloud_data,クラウド・データ保護,intermediate,key management,鍵管理,This key management requires follow-up by Friday.,"[""cloud_data"", ""intermediate""]"
vocab_0259,vocabulary,cloud_data,クラウド・データ保護,beginner,KMS,鍵管理サービス,We need to review the KMS before the meeting.,"[""cloud_data"", ""beginner""]"
vocab_0260,vocabulary,cloud_data,クラウド・データ保護,lower_intermediate,public exposure,公開状態,This public exposure requires follow-up by Friday.,"[""cloud_data"", ""lower_intermediate""]"
vocab_0261,vocabulary,cloud_data,クラウド・データ保護,intermediate,private endpoint,プライベートエンドポイント,Please confirm the current private endpoint.,"[""cloud_data"", ""intermediate""]"
vocab_0262,vocabulary,cloud_data,クラウド・データ保護,beginner,cloud workload,クラウドワークロード,This cloud workload requires follow-up by Friday.,"[""cloud_data"", ""beginner""]"
vocab_0263,vocabulary,cloud_data,クラウド・データ保護,lower_intermediate,container image,コンテナイメージ,Please confirm the current container image.,"[""cloud_data"", ""lower_intermediate""]"
vocab_0264,vocabulary,cloud_data,クラウド・データ保護,intermediate,image registry,イメージレジストリ,We should document the image registry clearly.,"[""cloud_data"", ""intermediate""]"
vocab_0265,vocabulary,cloud_data,クラウド・データ保護,beginner,Kubernetes cluster,Kubernetesクラスター,We need to review the Kubernetes cluster before the meeting.,"[""cloud_data"", ""beginner""]"
vocab_0266,vocabulary,cloud_data,クラウド・データ保護,lower_intermediate,namespace,名前空間,Please confirm the current namespace.,"[""cloud_data"", ""lower_intermediate""]"
vocab_0267,vocabulary,cloud_data,クラウド・データ保護,intermediate,pod,Pod,The pod may affect the incident response plan.,"[""cloud_data"", ""intermediate""]"
vocab_0268,vocabulary,cloud_data,クラウド・データ保護,beginner,serverless function,サーバーレス関数,We should document the serverless function clearly.,"[""cloud_data"", ""beginner""]"
vocab_0269,vocabulary,cloud_data,クラウド・データ保護,lower_intermediate,object storage,オブジェクトストレージ,Please confirm the current object storage.,"[""cloud_data"", ""lower_intermediate""]"
vocab_0270,vocabulary,cloud_data,クラウド・データ保護,intermediate,data retention,データ保持,The security team is checking the data retention.,"[""cloud_data"", ""intermediate""]"
vocab_0271,vocabulary,compliance_audit,監査・コンプライアンス,beginner,policy,ポリシー,We should document the policy clearly.,"[""compliance_audit"", ""beginner""]"
vocab_0272,vocabulary,compliance_audit,監査・コンプライアンス,lower_intermediate,standard,標準,The standard may affect the incident response plan.,"[""compliance_audit"", ""lower_intermediate""]"
vocab_0273,vocabulary,compliance_audit,監査・コンプライアンス,intermediate,procedure,手順,The security team is checking the procedure.,"[""compliance_audit"", ""intermediate""]"
vocab_0274,vocabulary,compliance_audit,監査・コンプライアンス,beginner,guideline,ガイドライン,The security team is checking the guideline.,"[""compliance_audit"", ""beginner""]"
vocab_0275,vocabulary,compliance_audit,監査・コンプライアンス,lower_intermediate,compliance,コンプライアンス,The compliance may affect the incident response plan.,"[""compliance_audit"", ""lower_intermediate""]"
vocab_0276,vocabulary,compliance_audit,監査・コンプライアンス,intermediate,audit,監査,The audit may affect the incident response plan.,"[""compliance_audit"", ""intermediate""]"
vocab_0277,vocabulary,compliance_audit,監査・コンプライアンス,beginner,audit finding,監査指摘,The security team is checking the audit finding.,"[""compliance_audit"", ""beginner""]"
vocab_0278,vocabulary,compliance_audit,監査・コンプライアンス,lower_intermediate,corrective action,是正措置,We need to review the corrective action before the meeting.,"[""compliance_audit"", ""lower_intermediate""]"
vocab_0279,vocabulary,compliance_audit,監査・コンプライアンス,intermediate,evidence request,証跡依頼,The evidence request may affect the incident response plan.,"[""compliance_audit"", ""intermediate""]"
vocab_0280,vocabulary,compliance_audit,監査・コンプライアンス,beginner,control owner,管理策担当者,We should document the control owner clearly.,"[""compliance_audit"", ""beginner""]"
vocab_0281,vocabulary,compliance_audit,監査・コンプライアンス,lower_intermediate,control testing,管理策テスト,The control testing may affect the incident response plan.,"[""compliance_audit"", ""lower_intermediate""]"
vocab_0282,vocabulary,compliance_audit,監査・コンプライアンス,intermediate,management response,経営側回答,This management response requires follow-up by Friday.,"[""compliance_audit"", ""intermediate""]"
vocab_0283,vocabulary,compliance_audit,監査・コンプライアンス,beginner,gap analysis,ギャップ分析,The gap analysis may affect the incident response plan.,"[""compliance_audit"", ""beginner""]"
vocab_0284,vocabulary,compliance_audit,監査・コンプライアンス,lower_intermediate,regulatory requirement,規制要件,This regulatory requirement requires follow-up by Friday.,"[""compliance_audit"", ""lower_intermediate""]"
vocab_0285,vocabulary,compliance_audit,監査・コンプライアンス,intermediate,internal control,内部統制,We should document the internal control clearly.,"[""compliance_audit"", ""intermediate""]"
vocab_0286,vocabulary,compliance_audit,監査・コンプライアンス,beginner,third-party risk,サードパーティリスク,Please confirm the current third-party risk.,"[""compliance_audit"", ""beginner""]"
vocab_0287,vocabulary,compliance_audit,監査・コンプライアンス,lower_intermediate,vendor assessment,ベンダー評価,We need to review the vendor assessment before the meeting.,"[""compliance_audit"", ""lower_intermediate""]"
vocab_0288,vocabulary,compliance_audit,監査・コンプライアンス,intermediate,due diligence,デューデリジェンス,We need to review the due diligence before the meeting.,"[""compliance_audit"", ""intermediate""]"
vocab_0289,vocabulary,compliance_audit,監査・コンプライアンス,beginner,service-level agreement,SLA,The security team is checking the service-level agreement.,"[""compliance_audit"", ""beginner""]"
vocab_0290,vocabulary,compliance_audit,監査・コンプライアンス,lower_intermediate,data processing agreement,データ処理契約,We should document the data processing agreement clearly.,"[""compliance_audit"", ""lower_intermediate""]"
vocab_0291,vocabulary,compliance_audit,監査・コンプライアンス,intermediate,privacy impact assessment,プライバシー影響評価,We need to review the privacy impact assessment before the meeting.,"[""compliance_audit"", ""intermediate""]"
vocab_0292,vocabulary,compliance_audit,監査・コンプライアンス,beginner,retention policy,保持ポリシー,We should document the retention policy clearly.,"[""compliance_audit"", ""beginner""]"
vocab_0293,vocabulary,compliance_audit,監査・コンプライアンス,lower_intermediate,acceptable use policy,利用規程,The security team is checking the acceptable use policy.,"[""compliance_audit"", ""lower_intermediate""]"
vocab_0294,vocabulary,compliance_audit,監査・コンプライアンス,intermediate,exception approval,例外承認,We should document the exception approval clearly.,"[""compliance_audit"", ""intermediate""]"
vocab_0295,vocabulary,compliance_audit,監査・コンプライアンス,beginner,compliance evidence,準拠証跡,We need to review the compliance evidence before the meeting.,"[""compliance_audit"", ""beginner""]"
vocab_0296,vocabulary,compliance_audit,監査・コンプライアンス,lower_intermediate,audit trail,監査証跡,This audit trail requires follow-up by Friday.,"[""compliance_audit"", ""lower_intermediate""]"
vocab_0297,vocabulary,compliance_audit,監査・コンプライアンス,intermediate,segregation of duties,職務分掌,We need to review the segregation of duties before the meeting.,"[""compliance_audit"", ""intermediate""]"
vocab_0298,vocabulary,compliance_audit,監査・コンプライアンス,beginner,security committee,セキュリティ委員会,The security team is checking the security committee.,"[""compliance_audit"", ""beginner""]"
vocab_0299,vocabulary,compliance_audit,監査・コンプライアンス,lower_intermediate,regulator,規制当局,This regulator requires follow-up by Friday.,"[""compliance_audit"", ""lower_intermediate""]"
vocab_0300,vocabulary,compliance_audit,監査・コンプライアンス,intermediate,audit scope,監査範囲,The security team is checking the audit scope.,"[""compliance_audit"", ""intermediate""]"
vocab_0301,vocabulary,meeting_business,会議・ビジネス表現,beginner,agenda,議題,The agenda may affect the incident response plan.,"[""meeting_business"", ""beginner""]"
vocab_0302,vocabulary,meeting_business,会議・ビジネス表現,lower_intermediate,objective,目的,We should document the objective clearly.,"[""meeting_business"", ""lower_intermediate""]"
vocab_0303,vocabulary,meeting_business,会議・ビジネス表現,intermediate,decision,決定,Please confirm the current decision.,"[""meeting_business"", ""intermediate""]"
vocab_0304,vocabulary,meeting_business,会議・ビジネス表現,beginner,assumption,前提,We should document the assumption clearly.,"[""meeting_business"", ""beginner""]"
vocab_0305,vocabulary,meeting_business,会議・ビジネス表現,lower_intermediate,dependency,依存関係,This dependency requires follow-up by Friday.,"[""meeting_business"", ""lower_intermediate""]"
vocab_0306,vocabulary,meeting_business,会議・ビジネス表現,intermediate,constraint,制約,We need to review the constraint before the meeting.,"[""meeting_business"", ""intermediate""]"
vocab_0307,vocabulary,meeting_business,会議・ビジネス表現,beginner,timeline,スケジュール,Please confirm the current timeline.,"[""meeting_business"", ""beginner""]"
vocab_0308,vocabulary,meeting_business,会議・ビジネス表現,lower_intermediate,milestone,マイルストーン,We need to review the milestone before the meeting.,"[""meeting_business"", ""lower_intermediate""]"
vocab_0309,vocabulary,meeting_business,会議・ビジネス表現,intermediate,blocker,阻害要因,The blocker may affect the incident response plan.,"[""meeting_business"", ""intermediate""]"
vocab_0310,vocabulary,meeting_business,会議・ビジネス表現,beginner,follow-up,フォローアップ,We should document the follow-up clearly.,"[""meeting_business"", ""beginner""]"
vocab_0311,vocabulary,meeting_business,会議・ビジネス表現,lower_intermediate,meeting minutes,議事録,Please confirm the current meeting minutes.,"[""meeting_business"", ""lower_intermediate""]"
vocab_0312,vocabulary,meeting_business,会議・ビジネス表現,intermediate,decision log,決定事項ログ,We need to review the decision log before the meeting.,"[""meeting_business"", ""intermediate""]"
vocab_0313,vocabulary,meeting_business,会議・ビジネス表現,beginner,stakeholder,関係者,We need to review the stakeholder before the meeting.,"[""meeting_business"", ""beginner""]"
vocab_0314,vocabulary,meeting_business,会議・ビジネス表現,lower_intermediate,alignment,認識合わせ,Please confirm the current alignment.,"[""meeting_business"", ""lower_intermediate""]"
vocab_0315,vocabulary,meeting_business,会議・ビジネス表現,intermediate,clarification,明確化,The security team is checking the clarification.,"[""meeting_business"", ""intermediate""]"
vocab_0316,vocabulary,meeting_business,会議・ビジネス表現,beginner,summary,まとめ,The security team is checking the summary.,"[""meeting_business"", ""beginner""]"
vocab_0317,vocabulary,meeting_business,会議・ビジネス表現,lower_intermediate,next step,次のステップ,This next step requires follow-up by Friday.,"[""meeting_business"", ""lower_intermediate""]"
vocab_0318,vocabulary,meeting_business,会議・ビジネス表現,intermediate,open item,未解決事項,Please confirm the current open item.,"[""meeting_business"", ""intermediate""]"
vocab_0319,vocabulary,meeting_business,会議・ビジネス表現,beginner,parking lot,後で扱う事項,We need to review the parking lot before the meeting.,"[""meeting_business"", ""beginner""]"
vocab_0320,vocabulary,meeting_business,会議・ビジネス表現,lower_intermediate,approval,承認,The approval may affect the incident response plan.,"[""meeting_business"", ""lower_intermediate""]"
vocab_0321,vocabulary,meeting_business,会議・ビジネス表現,intermediate,recommendation,推奨事項,This recommendation requires follow-up by Friday.,"[""meeting_business"", ""intermediate""]"
vocab_0322,vocabulary,meeting_business,会議・ビジネス表現,beginner,concern,懸念,We need to review the concern before the meeting.,"[""meeting_business"", ""beginner""]"
vocab_0323,vocabulary,meeting_business,会議・ビジネス表現,lower_intermediate,trade-off,トレードオフ,The trade-off may affect the incident response plan.,"[""meeting_business"", ""lower_intermediate""]"
vocab_0324,vocabulary,meeting_business,会議・ビジネス表現,intermediate,implementation plan,実装計画,The security team is checking the implementation plan.,"[""meeting_business"", ""intermediate""]"
vocab_0325,vocabulary,meeting_business,会議・ビジネス表現,beginner,communication channel,連絡チャネル,Please confirm the current communication channel.,"[""meeting_business"", ""beginner""]"
vocab_0326,vocabulary,meeting_business,会議・ビジネス表現,lower_intermediate,point of contact,窓口,Please confirm the current point of contact.,"[""meeting_business"", ""lower_intermediate""]"
vocab_0327,vocabulary,meeting_business,会議・ビジネス表現,intermediate,handover,引き継ぎ,The security team is checking the handover.,"[""meeting_business"", ""intermediate""]"
vocab_0328,vocabulary,meeting_business,会議・ビジネス表現,beginner,availability,可用性,The availability may affect the incident response plan.,"[""meeting_business"", ""beginner""]"
vocab_0329,vocabulary,meeting_business,会議・ビジネス表現,lower_intermediate,time zone,タイムゾーン,The time zone may affect the incident response plan.,"[""meeting_business"", ""lower_intermediate""]"
vocab_0330,vocabulary,meeting_business,会議・ビジネス表現,intermediate,meeting cadence,会議頻度,The security team is checking the meeting cadence.,"[""meeting_business"", ""intermediate""]"
vocab_0331,vocabulary,incident_response,インシデント対応,beginner,confirm the scope,影響範囲を確認する,We need to confirm the scope today.,"[""incident_response"", ""action_phrase"", ""beginner""]"
vocab_0332,vocabulary,incident_response,インシデント対応,lower_intermediate,isolate the host,ホストを隔離する,We need to isolate the host today.,"[""incident_response"", ""action_phrase"", ""lower_intermediate""]"
vocab_0333,vocabulary,iam_access,認証・アクセス管理,intermediate,disable the account,アカウントを無効化する,We need to disable the account today.,"[""iam_access"", ""action_phrase"", ""intermediate""]"
vocab_0334,vocabulary,iam_access,認証・アクセス管理,beginner,reset the password,パスワードをリセットする,We need to reset the password today.,"[""iam_access"", ""action_phrase"", ""beginner""]"
